Order ID,Order Date,Region,Category,Sub-Category,Quantity,Sales,Profit,Customer Segment,Latitude,Longitude
ORD-2025-10683,2023-03-27,North,Furniture,Furnishings,4,2295.0,398.06,Corporate,42.5146,-88.4181
ORD-2023-10930,2023-03-28,West,Office Supplies,Labels,3,378.6,47.45,Corporate,37.2511,-121.6799
ORD-2023-10006,2023-03-29,East,Office Supplies,Fasteners,7,649.18,100.7,Consumer,41.1617,-72.9583
ORD-2025-10779,2023-03-30,South,Furniture,Chairs,4,1268.6,347.92,Consumer,34.2218,-84.1831
ORD-2023-10507,2023-03-31,West,Technology,Accessories,4,4990.2,1745.76,Consumer,36.5559,-122.8163
ORD-2025-10743,2023-03-31,East,Furniture,Bookcases,1,761.15,168.74,Consumer,40.0084,-74.774
ORD-2025-10386,2023-03-31,North,Office Supplies,Labels,3,422.94,113.89,Consumer,43.2971,-87.9505
ORD-2025-10464,2023-04-01,East,Technology,Accessories,2,2536.48,289.29,Consumer,41.8889,-73.6126
ORD-2024-10043,2023-04-02,South,Furniture,Furnishings,7,3334.87,382.82,Consumer,34.6334,-84.3801
ORD-2025-10626,2023-04-03,East,Technology,Monitors,5,1905.0,609.67,Corporate,40.9435,-74.0284
ORD-2024-10346,2023-04-04,South,Technology,Accessories,8,2530.64,531.16,Consumer,32.8347,-83.7206
ORD-2025-10824,2023-04-05,East,Furniture,Furnishings,7,2339.54,411.04,Corporate,40.0551,-75.4331
ORD-2025-10620,2023-04-05,North,Technology,Smartphones,2,2761.14,616.8,Corporate,42.3145,-88.5985
ORD-2025-10566,2023-04-05,North,Furniture,Bookcases,9,1231.38,383.02,Corporate,43.1995,-86.268
ORD-2024-10406,2023-04-06,South,Technology,Laptops,3,1394.97,320.24,Corporate,34.9936,-84.7775
ORD-2023-10117,2023-04-06,North,Office Supplies,Fasteners,4,291.88,80.68,Home Office,40.4245,-86.3448
ORD-2024-10943,2023-04-06,East,Technology,Smartphones,9,9571.59,2835.6,Consumer,40.4974,-72.606
ORD-2025-11031,2023-04-08,South,Technology,Printers,4,2491.84,666.55,Corporate,35.1399,-83.329
ORD-2024-10592,2023-04-08,East,Furniture,Bookcases,2,1145.14,142.18,Corporate,40.0961,-74.3507
ORD-2024-10097,2023-04-09,West,Furniture,Tables,6,790.56,128.18,Corporate,38.8283,-122.9686
ORD-2024-10205,2023-04-09,North,Office Supplies,Paper,4,358.2,87.67,Consumer,40.8866,-87.4594
ORD-2023-10246,2023-04-09,West,Technology,Printers,3,2346.3,249.16,Corporate,39.0834,-121.8313
ORD-2023-11056,2023-04-12,West,Furniture,Tables,2,1362.0,333.61,Corporate,37.9851,-123.6279
ORD-2023-10588,2023-04-13,South,Technology,Smartphones,4,2740.72,858.73,Consumer,34.094,-82.9178
ORD-2024-10202,2023-04-14,South,Technology,Accessories,1,373.64,52.89,Home Office,32.6693,-84.333
ORD-2025-10794,2023-04-14,West,Technology,Smartphones,7,9221.52,2683.68,Corporate,38.907,-121.6971
ORD-2023-10543,2023-04-15,North,Technology,Accessories,9,7103.79,1051.92,Consumer,42.4691,-87.0223
ORD-2024-10649,2023-04-17,East,Office Supplies,Art,9,1291.32,326.36,Consumer,40.2913,-74.6252
ORD-2024-11054,2023-04-18,North,Office Supplies,Storage,4,165.56,44.84,Corporate,42.8062,-86.6995
ORD-2024-10691,2023-04-19,East,Technology,Monitors,1,1112.95,271.89,Consumer,41.814,-72.7663
ORD-2025-10437,2023-04-19,North,Office Supplies,Binders,6,837.84,218.07,Consumer,41.9121,-87.6253
ORD-2025-10692,2023-04-21,Central,Office Supplies,Art,5,86.15,23.37,Consumer,33.6716,-96.3471
ORD-2025-10617,2023-04-21,South,Technology,Accessories,1,826.89,131.14,Corporate,34.3549,-83.5006
ORD-2024-10694,2023-04-21,North,Office Supplies,Paper,9,601.29,126.62,Corporate,43.0481,-88.1158
ORD-2024-10739,2023-04-23,South,Technology,Laptops,2,338.86,41.91,Consumer,33.3757,-85.6061
ORD-2023-10144,2023-04-23,North,Technology,Printers,2,350.72,51.72,Consumer,42.1129,-89.022
ORD-2024-10922,2023-04-24,Central,Furniture,Chairs,9,2496.69,517.72,Home Office,32.6735,-96.6691
ORD-2025-10392,2023-04-25,West,Office Supplies,Paper,8,1044.8,332.14,Home Office,37.1345,-122.1469
ORD-2024-10325,2023-04-27,West,Office Supplies,Binders,2,60.94,13.91,Home Office,36.3664,-123.8074
ORD-2025-10869,2023-04-27,Central,Office Supplies,Storage,2,292.82,99.98,Consumer,33.7445,-97.2164
ORD-2025-10572,2023-04-28,North,Technology,Laptops,3,2683.26,521.23,Corporate,40.7593,-87.5631
ORD-2024-10724,2023-04-28,West,Office Supplies,Labels,6,475.5,159.37,Consumer,38.5849,-123.2719
ORD-2023-10321,2023-04-30,West,Furniture,Chairs,4,2833.24,427.82,Consumer,38.1436,-123.6634
ORD-2023-10003,2023-05-02,Central,Technology,Monitors,2,2439.4,582.22,Consumer,31.4317,-96.7029
ORD-2025-10155,2023-05-03,South,Furniture,Furnishings,4,2682.56,268.66,Corporate,33.8709,-83.9757
ORD-2023-10684,2023-05-06,Central,Technology,Printers,7,7581.14,1462.64,Corporate,33.455,-95.3694
ORD-2023-10615,2023-05-06,North,Furniture,Bookcases,9,1787.85,569.61,Consumer,41.927,-88.1609
ORD-2024-10850,2023-05-07,East,Furniture,Tables,4,538.52,170.98,Corporate,41.5984,-74.6935
ORD-2024-10259,2023-05-08,South,Technology,Accessories,8,9201.68,1971.04,Corporate,33.5659,-85.6526
ORD-2023-10981,2023-05-08,South,Office Supplies,Art,2,88.4,27.02,Corporate,32.3251,-83.0001
ORD-2024-10997,2023-05-08,West,Technology,Smartphones,3,1849.86,247.66,Consumer,38.7828,-121.8315
ORD-2024-10823,2023-05-10,East,Furniture,Furnishings,2,556.78,59.14,Home Office,40.4397,-74.9861
ORD-2025-11019,2023-05-10,North,Office Supplies,Art,2,139.9,29.58,Consumer,40.8474,-88.3791
ORD-2023-11053,2023-05-11,West,Furniture,Furnishings,9,2225.43,313.57,Consumer,37.9226,-121.7756
ORD-2024-11099,2023-05-11,Central,Furniture,Furnishings,1,361.25,65.65,Consumer,33.2573,-97.4572
ORD-2025-10008,2023-05-11,East,Technology,Monitors,6,1100.52,276.33,Home Office,42.0774,-73.2923
ORD-2025-10776,2023-05-12,East,Furniture,Bookcases,1,89.7,25.9,Consumer,40.8759,-73.6708
ORD-2024-10604,2023-05-13,East,Furniture,Furnishings,3,686.25,204.84,Consumer,40.4716,-74.7628
ORD-2023-10483,2023-05-14,South,Office Supplies,Labels,3,361.08,48.87,Consumer,33.3169,-83.6145
ORD-2024-10088,2023-05-15,West,Technology,Accessories,2,2902.58,600.97,Corporate,36.3181,-123.5712
ORD-2024-11084,2023-05-17,South,Technology,Laptops,1,636.95,196.92,Corporate,32.387,-85.7658
ORD-2024-10607,2023-05-18,South,Office Supplies,Art,1,10.1,1.83,Consumer,34.8154,-83.777
ORD-2025-10746,2023-05-19,North,Office Supplies,Art,6,722.94,171.17,Corporate,41.8006,-88.8363
ORD-2025-10740,2023-05-20,South,Technology,Printers,6,3290.52,1074.89,Consumer,33.7238,-84.4676
ORD-2023-10840,2023-05-21,West,Office Supplies,Labels,7,519.26,181.04,Corporate,36.7945,-122.6178
ORD-2024-10787,2023-05-23,North,Office Supplies,Binders,1,46.61,7.57,Consumer,41.5736,-87.2822
ORD-2025-10164,2023-05-24,North,Furniture,Tables,9,926.1,303.17,Home Office,42.2834,-88.9939
ORD-2025-10428,2023-05-24,South,Technology,Printers,8,3926.24,1306.13,Home Office,33.3728,-84.0104
ORD-2023-10183,2023-05-24,South,Office Supplies,Paper,2,140.58,32.72,Consumer,33.7584,-83.3185
ORD-2023-10687,2023-05-25,South,Technology,Printers,6,4832.88,499.62,Consumer,34.2251,-85.3992
ORD-2024-10790,2023-05-25,South,Technology,Laptops,1,724.9,172.29,Consumer,32.4607,-83.9607
ORD-2023-11140,2023-05-26,South,Furniture,Furnishings,8,4458.32,548.67,Consumer,32.3285,-84.1307
ORD-2024-10535,2023-05-26,East,Furniture,Chairs,7,2360.26,340.99,Corporate,42.0335,-73.7796
ORD-2024-10958,2023-05-27,North,Technology,Monitors,9,13431.87,2961.68,Corporate,41.5426,-87.1999
ORD-2024-10172,2023-05-27,East,Technology,Laptops,4,4625.4,977.64,Consumer,40.5876,-73.8691
ORD-2024-10898,2023-05-28,South,Technology,Accessories,3,1884.15,613.92,Consumer,35.0734,-84.7297
ORD-2025-11025,2023-05-29,East,Office Supplies,Art,1,81.49,24.95,Consumer,42.0964,-72.7899
ORD-2025-10293,2023-05-30,South,Technology,Laptops,3,861.51,287.61,Corporate,32.8364,-85.6799
ORD-2024-10181,2023-05-31,North,Office Supplies,Paper,1,78.68,20.07,Consumer,40.6804,-89.0751
ORD-2023-10957,2023-05-31,North,Furniture,Furnishings,8,3544.96,605.3,Corporate,40.6614,-87.0808
ORD-2023-10198,2023-06-01,South,Technology,Laptops,9,3993.93,1210.49,Corporate,32.4626,-84.9311
ORD-2025-10206,2023-06-02,West,Office Supplies,Paper,9,454.86,102.25,Corporate,38.8095,-123.8496
ORD-2025-11043,2023-06-03,South,Office Supplies,Paper,1,79.32,13.24,Consumer,34.6924,-85.0424
ORD-2024-10340,2023-06-03,Central,Technology,Monitors,5,7117.6,813.61,Consumer,31.6312,-96.2068
ORD-2024-10568,2023-06-03,Central,Furniture,Chairs,1,730.82,89.05,Home Office,33.1635,-95.6646
ORD-2023-10267,2023-06-04,South,Technology,Monitors,8,1994.16,382.28,Home Office,34.4542,-83.4776
ORD-2025-10893,2023-06-05,Central,Furniture,Tables,2,825.1,105.54,Consumer,32.1228,-97.7647
ORD-2023-10804,2023-06-06,East,Technology,Smartphones,2,2317.8,691.94,Consumer,41.4646,-73.0855
ORD-2025-10242,2023-06-07,East,Technology,Laptops,3,2325.54,265.87,Home Office,42.1843,-74.2681
ORD-2025-10371,2023-06-09,East,Technology,Accessories,6,2804.88,688.05,Home Office,40.3289,-73.1768
ORD-2025-11178,2023-06-09,West,Technology,Smartphones,9,11107.8,1353.97,Corporate,37.2973,-121.1271
ORD-2025-10212,2023-06-10,West,Technology,Smartphones,3,2121.51,662.16,Consumer,38.8501,-122.6324
ORD-2024-10055,2023-06-11,West,Furniture,Tables,8,4060.64,901.64,Consumer,38.5275,-121.6558
ORD-2025-10929,2023-06-11,Central,Furniture,Chairs,7,3972.64,781.8,Corporate,31.5861,-95.5893
ORD-2025-10947,2023-06-14,North,Office Supplies,Fasteners,1,70.99,16.97,Consumer,41.8939,-86.6504
ORD-2024-10598,2023-06-15,West,Furniture,Bookcases,1,660.97,220.79,Corporate,37.235,-121.2328
ORD-2024-10034,2023-06-16,North,Furniture,Chairs,2,1041.62,272.76,Consumer,41.5457,-89.0973
ORD-2024-10463,2023-06-16,South,Technology,Laptops,6,7125.9,838.7,Consumer,34.9651,-85.6141
ORD-2024-11009,2023-06-17,Central,Technology,Smartphones,9,8625.96,2736.16,Consumer,32.2346,-95.4468
ORD-2024-10451,2023-06-19,East,Furniture,Chairs,6,1139.64,167.59,Consumer,42.0646,-73.7857
ORD-2023-11188,2023-06-19,West,Office Supplies,Paper,4,28.44,3.42,Corporate,38.1704,-122.5741
ORD-2023-10753,2023-06-21,West,Technology,Monitors,7,4725.98,729.81,Home Office,37.1545,-122.9334
ORD-2025-11055,2023-06-21,Central,Office Supplies,Paper,3,202.47,29.09,Home Office,33.2943,-96.0399
ORD-2024-10733,2023-06-22,North,Technology,Accessories,6,5322.0,1267.57,Corporate,42.7528,-86.7609
ORD-2025-10467,2023-06-22,South,Technology,Monitors,1,146.22,49.49,Consumer,32.5226,-84.4047
ORD-2024-10487,2023-06-22,East,Office Supplies,Storage,9,522.54,82.22,Consumer,39.3855,-73.8574
ORD-2025-10419,2023-06-26,East,Office Supplies,Labels,2,73.9,9.3,Home Office,40.5374,-72.8429
ORD-2025-10887,2023-06-26,Central,Furniture,Tables,2,370.96,82.13,Home Office,32.3294,-97.9458
ORD-2023-10537,2023-06-26,East,Office Supplies,Art,5,444.2,110.79,Consumer,39.6418,-73.2215
ORD-2025-10251,2023-06-30,East,Furniture,Chairs,2,204.58,66.15,Consumer,41.0675,-75.2026
ORD-2023-10948,2023-07-01,South,Furniture,Furnishings,9,6817.32,1568.38,Consumer,32.5013,-83.7851
ORD-2025-11103,2023-07-02,East,Office Supplies,Fasteners,1,119.11,13.59,Corporate,39.4311,-73.0404
ORD-2025-10608,2023-07-03,Central,Furniture,Chairs,8,892.08,155.78,Consumer,33.3954,-98.053
ORD-2024-10166,2023-07-06,East,Furniture,Furnishings,5,894.55,196.02,Consumer,39.4673,-72.5461
ORD-2023-11149,2023-07-06,Central,Technology,Accessories,6,6388.8,1460.75,Consumer,32.3995,-97.1851
ORD-2025-11028,2023-07-06,West,Furniture,Chairs,6,777.6,173.56,Corporate,38.7133,-121.0777
ORD-2023-11098,2023-07-07,Central,Office Supplies,Storage,9,214.38,51.28,Consumer,34.2347,-96.0369
ORD-2024-10070,2023-07-07,West,Office Supplies,Labels,6,543.0,63.45,Corporate,37.4037,-123.6689
ORD-2025-10131,2023-07-09,West,Office Supplies,Fasteners,1,24.92,4.22,Consumer,38.6063,-122.2442
ORD-2024-10478,2023-07-09,North,Office Supplies,Art,1,20.0,5.28,Home Office,41.6508,-86.4107
ORD-2024-10025,2023-07-09,Central,Office Supplies,Art,2,205.0,29.21,Corporate,31.6103,-96.8191
ORD-2023-10255,2023-07-10,North,Technology,Accessories,6,5243.64,1495.31,Consumer,40.4122,-87.7238
ORD-2023-10402,2023-07-11,North,Furniture,Tables,5,2848.45,987.96,Consumer,40.547,-88.7733
ORD-2023-10729,2023-07-13,West,Technology,Accessories,9,2876.94,969.22,Corporate,36.6275,-121.9718
ORD-2024-10919,2023-07-13,West,Office Supplies,Fasteners,9,506.43,67.41,Corporate,38.513,-122.1693
ORD-2023-10810,2023-07-15,West,Office Supplies,Art,7,360.36,48.2,Home Office,39.1614,-122.7948
ORD-2024-10796,2023-07-17,North,Technology,Printers,6,6167.4,1526.69,Corporate,41.2352,-86.524
ORD-2025-10161,2023-07-17,North,Technology,Printers,2,1033.42,180.35,Corporate,41.0489,-86.2401
ORD-2024-11042,2023-07-20,North,Office Supplies,Storage,4,249.84,68.32,Corporate,40.4146,-86.2202
ORD-2025-10089,2023-07-20,Central,Furniture,Tables,7,2998.38,533.85,Consumer,31.4062,-95.6236
ORD-2025-10056,2023-07-21,West,Furniture,Chairs,7,2015.86,661.18,Home Office,37.858,-120.9405
ORD-2023-10867,2023-07-21,South,Technology,Accessories,1,429.79,143.17,Consumer,32.4704,-84.2264
ORD-2025-10491,2023-07-22,West,Furniture,Chairs,9,3317.31,615.15,Home Office,39.1828,-122.3501
ORD-2024-10154,2023-07-22,West,Technology,Printers,3,811.89,84.9,Home Office,38.1631,-121.8322
ORD-2025-10614,2023-07-24,West,Office Supplies,Paper,5,173.6,49.56,Consumer,37.6385,-122.0367
ORD-2023-10048,2023-07-25,North,Office Supplies,Fasteners,7,632.87,211.8,Consumer,42.131,-86.4263
ORD-2025-10110,2023-07-26,North,Technology,Monitors,6,3180.0,1001.45,Corporate,40.5144,-88.2869
ORD-2024-10196,2023-07-27,North,Office Supplies,Storage,8,280.16,66.12,Corporate,43.2293,-86.459
ORD-2023-10645,2023-08-02,Central,Office Supplies,Fasteners,8,197.36,26.92,Corporate,32.6437,-96.4366
ORD-2025-10905,2023-08-03,North,Furniture,Bookcases,6,3243.36,739.15,Home Office,41.2102,-88.5654
ORD-2023-11176,2023-08-04,East,Technology,Smartphones,1,1407.15,331.52,Consumer,40.6039,-74.4459
ORD-2024-10817,2023-08-04,North,Furniture,Bookcases,8,3538.96,1127.58,Consumer,42.1291,-88.8966
