Order ID,Order Date,Region,Category,Sub-Category,Quantity,Sales,Profit,Customer Segment
ORD-2023-10603,2023-03-22,South,Technology,Laptops,1,1408.36,396.47,Corporate
ORD-2024-10961,2023-03-23,West,Furniture,Chairs,6,1539.42,526.38,Home Office
ORD-2024-10556,2023-03-24,South,Office Supplies,Art,2,39.14,8.9,Consumer
ORD-2025-10683,2023-03-27,North,Furniture,Furnishings,4,2295.0,398.06,Corporate
ORD-2023-10930,2023-03-28,West,Office Supplies,Labels,3,378.6,47.45,Corporate
ORD-2023-10006,2023-03-29,East,Office Supplies,Fasteners,7,649.18,100.7,Consumer
ORD-2025-10779,2023-03-30,South,Furniture,Chairs,4,1268.6,347.92,Consumer
ORD-2023-10507,2023-03-31,West,Technology,Accessories,4,4990.2,1745.76,Consumer
ORD-2025-10743,2023-03-31,East,Furniture,Bookcases,1,761.15,168.74,Consumer
ORD-2025-10386,2023-03-31,North,Office Supplies,Labels,3,422.94,113.89,Consumer
ORD-2025-10464,2023-04-01,East,Technology,Accessories,2,2536.48,289.29,Consumer
ORD-2024-10043,2023-04-02,South,Furniture,Furnishings,7,3334.87,382.82,Consumer
ORD-2025-10626,2023-04-03,East,Technology,Monitors,5,1905.0,609.67,Corporate
ORD-2024-10346,2023-04-04,South,Technology,Accessories,8,2530.64,531.16,Consumer
ORD-2025-10824,2023-04-05,East,Furniture,Furnishings,7,2339.54,411.04,Corporate
ORD-2025-10620,2023-04-05,North,Technology,Smartphones,2,2761.14,616.8,Corporate
ORD-2025-10566,2023-04-05,North,Furniture,Bookcases,9,1231.38,383.02,Corporate
ORD-2024-10406,2023-04-06,South,Technology,Laptops,3,1394.97,320.24,Corporate
ORD-2023-10117,2023-04-06,North,Office Supplies,Fasteners,4,291.88,80.68,Home Office
ORD-2024-10943,2023-04-06,East,Technology,Smartphones,9,9571.59,2835.6,Consumer
ORD-2025-11031,2023-04-08,South,Technology,Printers,4,2491.84,666.55,Corporate
ORD-2024-10592,2023-04-08,East,Furniture,Bookcases,2,1145.14,142.18,Corporate
ORD-2024-10097,2023-04-09,West,Furniture,Tables,6,790.56,128.18,Corporate
ORD-2024-10205,2023-04-09,North,Office Supplies,Paper,4,358.2,87.67,Consumer
ORD-2023-10246,2023-04-09,West,Technology,Printers,3,2346.3,249.16,Corporate
ORD-2023-11056,2023-04-12,West,Furniture,Tables,2,1362.0,333.61,Corporate
ORD-2023-10588,2023-04-13,South,Technology,Smartphones,4,2740.72,858.73,Consumer
ORD-2024-10202,2023-04-14,South,Technology,Accessories,1,373.64,52.89,Home Office
ORD-2025-10794,2023-04-14,West,Technology,Smartphones,7,9221.52,2683.68,Corporate
ORD-2023-10543,2023-04-15,North,Technology,Accessories,9,7103.79,1051.92,Consumer
ORD-2024-10649,2023-04-17,East,Office Supplies,Art,9,1291.32,326.36,Consumer
ORD-2024-11054,2023-04-18,North,Office Supplies,Storage,4,165.56,44.84,Corporate
ORD-2024-10691,2023-04-19,East,Technology,Monitors,1,1112.95,271.89,Consumer
ORD-2025-10437,2023-04-19,North,Office Supplies,Binders,6,837.84,218.07,Consumer
ORD-2025-10692,2023-04-21,Central,Office Supplies,Art,5,86.15,23.37,Consumer
ORD-2025-10617,2023-04-21,South,Technology,Accessories,1,826.89,131.14,Corporate
ORD-2024-10694,2023-04-21,North,Office Supplies,Paper,9,601.29,126.62,Corporate
ORD-2024-10739,2023-04-23,South,Technology,Laptops,2,338.86,41.91,Consumer
ORD-2023-10144,2023-04-23,North,Technology,Printers,2,350.72,51.72,Consumer
ORD-2024-10922,2023-04-24,Central,Furniture,Chairs,9,2496.69,517.72,Home Office
ORD-2025-10392,2023-04-25,West,Office Supplies,Paper,8,1044.8,332.14,Home Office
ORD-2024-10325,2023-04-27,West,Office Supplies,Binders,2,60.94,13.91,Home Office
ORD-2025-10869,2023-04-27,Central,Office Supplies,Storage,2,292.82,99.98,Consumer
ORD-2025-10572,2023-04-28,North,Technology,Laptops,3,2683.26,521.23,Corporate
ORD-2024-10724,2023-04-28,West,Office Supplies,Labels,6,475.5,159.37,Consumer
ORD-2023-10321,2023-04-30,West,Furniture,Chairs,4,2833.24,427.82,Consumer
ORD-2023-10003,2023-05-02,Central,Technology,Monitors,2,2439.4,582.22,Consumer
ORD-2025-10155,2023-05-03,South,Furniture,Furnishings,4,2682.56,268.66,Corporate
ORD-2023-10684,2023-05-06,Central,Technology,Printers,7,7581.14,1462.64,Corporate
ORD-2023-10615,2023-05-06,North,Furniture,Bookcases,9,1787.85,569.61,Consumer
ORD-2024-10850,2023-05-07,East,Furniture,Tables,4,538.52,170.98,Corporate
ORD-2024-10259,2023-05-08,South,Technology,Accessories,8,9201.68,1971.04,Corporate
ORD-2023-10981,2023-05-08,South,Office Supplies,Art,2,88.4,27.02,Corporate
ORD-2024-10997,2023-05-08,West,Technology,Smartphones,3,1849.86,247.66,Consumer
ORD-2024-10823,2023-05-10,East,Furniture,Furnishings,2,556.78,59.14,Home Office
ORD-2025-11019,2023-05-10,North,Office Supplies,Art,2,139.9,29.58,Consumer
ORD-2023-11053,2023-05-11,West,Furniture,Furnishings,9,2225.43,313.57,Consumer
ORD-2024-11099,2023-05-11,Central,Furniture,Furnishings,1,361.25,65.65,Consumer
ORD-2025-10008,2023-05-11,East,Technology,Monitors,6,1100.52,276.33,Home Office
ORD-2025-10776,2023-05-12,East,Furniture,Bookcases,1,89.7,25.9,Consumer
ORD-2024-10604,2023-05-13,East,Furniture,Furnishings,3,686.25,204.84,Consumer
ORD-2023-10483,2023-05-14,South,Office Supplies,Labels,3,361.08,48.87,Consumer
ORD-2024-10088,2023-05-15,West,Technology,Accessories,2,2902.58,600.97,Corporate
ORD-2024-11084,2023-05-17,South,Technology,Laptops,1,636.95,196.92,Corporate
ORD-2024-10607,2023-05-18,South,Office Supplies,Art,1,10.1,1.83,Consumer
ORD-2025-10746,2023-05-19,North,Office Supplies,Art,6,722.94,171.17,Corporate
ORD-2025-10740,2023-05-20,South,Technology,Printers,6,3290.52,1074.89,Consumer
ORD-2023-10840,2023-05-21,West,Office Supplies,Labels,7,519.26,181.04,Corporate
ORD-2024-10787,2023-05-23,North,Office Supplies,Binders,1,46.61,7.57,Consumer
ORD-2025-10164,2023-05-24,North,Furniture,Tables,9,926.1,303.17,Home Office
ORD-2025-10428,2023-05-24,South,Technology,Printers,8,3926.24,1306.13,Home Office
ORD-2023-10183,2023-05-24,South,Office Supplies,Paper,2,140.58,32.72,Consumer
ORD-2023-10687,2023-05-25,South,Technology,Printers,6,4832.88,499.62,Consumer
ORD-2024-10790,2023-05-25,South,Technology,Laptops,1,724.9,172.29,Consumer
ORD-2023-11140,2023-05-26,South,Furniture,Furnishings,8,4458.32,548.67,Consumer
ORD-2024-10535,2023-05-26,East,Furniture,Chairs,7,2360.26,340.99,Corporate
ORD-2024-10958,2023-05-27,North,Technology,Monitors,9,13431.87,2961.68,Corporate
ORD-2024-10172,2023-05-27,East,Technology,Laptops,4,4625.4,977.64,Consumer
ORD-2024-10898,2023-05-28,South,Technology,Accessories,3,1884.15,613.92,Consumer
ORD-2025-11025,2023-05-29,East,Office Supplies,Art,1,81.49,24.95,Consumer
ORD-2025-10293,2023-05-30,South,Technology,Laptops,3,861.51,287.61,Corporate
ORD-2024-10181,2023-05-31,North,Office Supplies,Paper,1,78.68,20.07,Consumer
ORD-2023-10957,2023-05-31,North,Furniture,Furnishings,8,3544.96,605.3,Corporate
ORD-2023-10198,2023-06-01,South,Technology,Laptops,9,3993.93,1210.49,Corporate
ORD-2025-10206,2023-06-02,West,Office Supplies,Paper,9,454.86,102.25,Corporate
ORD-2025-11043,2023-06-03,South,Office Supplies,Paper,1,79.32,13.24,Consumer
ORD-2024-10340,2023-06-03,Central,Technology,Monitors,5,7117.6,813.61,Consumer
ORD-2024-10568,2023-06-03,Central,Furniture,Chairs,1,730.82,89.05,Home Office
ORD-2023-10267,2023-06-04,South,Technology,Monitors,8,1994.16,382.28,Home Office
ORD-2025-10893,2023-06-05,Central,Furniture,Tables,2,825.1,105.54,Consumer
ORD-2023-10804,2023-06-06,East,Technology,Smartphones,2,2317.8,691.94,Consumer
ORD-2025-10242,2023-06-07,East,Technology,Laptops,3,2325.54,265.87,Home Office
ORD-2025-10371,2023-06-09,East,Technology,Accessories,6,2804.88,688.05,Home Office
ORD-2025-11178,2023-06-09,West,Technology,Smartphones,9,11107.8,1353.97,Corporate
ORD-2025-10212,2023-06-10,West,Technology,Smartphones,3,2121.51,662.16,Consumer
ORD-2024-10055,2023-06-11,West,Furniture,Tables,8,4060.64,901.64,Consumer
ORD-2025-10929,2023-06-11,Central,Furniture,Chairs,7,3972.64,781.8,Corporate
ORD-2025-10947,2023-06-14,North,Office Supplies,Fasteners,1,70.99,16.97,Consumer
ORD-2024-10598,2023-06-15,West,Furniture,Bookcases,1,660.97,220.79,Corporate
ORD-2024-10034,2023-06-16,North,Furniture,Chairs,2,1041.62,272.76,Consumer
ORD-2024-10463,2023-06-16,South,Technology,Laptops,6,7125.9,838.7,Consumer
ORD-2024-11009,2023-06-17,Central,Technology,Smartphones,9,8625.96,2736.16,Consumer
ORD-2024-10451,2023-06-19,East,Furniture,Chairs,6,1139.64,167.59,Consumer
ORD-2023-11188,2023-06-19,West,Office Supplies,Paper,4,28.44,3.42,Corporate
ORD-2023-10753,2023-06-21,West,Technology,Monitors,7,4725.98,729.81,Home Office
ORD-2025-11055,2023-06-21,Central,Office Supplies,Paper,3,202.47,29.09,Home Office
ORD-2024-10733,2023-06-22,North,Technology,Accessories,6,5322.0,1267.57,Corporate
ORD-2025-10467,2023-06-22,South,Technology,Monitors,1,146.22,49.49,Consumer
ORD-2024-10487,2023-06-22,East,Office Supplies,Storage,9,522.54,82.22,Consumer
ORD-2025-10419,2023-06-26,East,Office Supplies,Labels,2,73.9,9.3,Home Office
ORD-2025-10887,2023-06-26,Central,Furniture,Tables,2,370.96,82.13,Home Office
ORD-2023-10537,2023-06-26,East,Office Supplies,Art,5,444.2,110.79,Consumer
ORD-2025-10251,2023-06-30,East,Furniture,Chairs,2,204.58,66.15,Consumer
ORD-2023-10948,2023-07-01,South,Furniture,Furnishings,9,6817.32,1568.38,Consumer
ORD-2025-11103,2023-07-02,East,Office Supplies,Fasteners,1,119.11,13.59,Corporate
ORD-2025-10608,2023-07-03,Central,Furniture,Chairs,8,892.08,155.78,Consumer
ORD-2024-10166,2023-07-06,East,Furniture,Furnishings,5,894.55,196.02,Consumer
ORD-2023-11149,2023-07-06,Central,Technology,Accessories,6,6388.8,1460.75,Consumer
ORD-2025-11028,2023-07-06,West,Furniture,Chairs,6,777.6,173.56,Corporate
ORD-2023-11098,2023-07-07,Central,Office Supplies,Storage,9,214.38,51.28,Consumer
ORD-2024-10070,2023-07-07,West,Office Supplies,Labels,6,543.0,63.45,Corporate
ORD-2025-10131,2023-07-09,West,Office Supplies,Fasteners,1,24.92,4.22,Consumer
ORD-2024-10478,2023-07-09,North,Office Supplies,Art,1,20.0,5.28,Home Office
ORD-2024-10025,2023-07-09,Central,Office Supplies,Art,2,205.0,29.21,Corporate
ORD-2023-10255,2023-07-10,North,Technology,Accessories,6,5243.64,1495.31,Consumer
ORD-2023-10402,2023-07-11,North,Furniture,Tables,5,2848.45,987.96,Consumer
ORD-2023-10729,2023-07-13,West,Technology,Accessories,9,2876.94,969.22,Corporate
ORD-2024-10919,2023-07-13,West,Office Supplies,Fasteners,9,506.43,67.41,Corporate
ORD-2023-10810,2023-07-15,West,Office Supplies,Art,7,360.36,48.2,Home Office
ORD-2024-10796,2023-07-17,North,Technology,Printers,6,6167.4,1526.69,Corporate
ORD-2025-10161,2023-07-17,North,Technology,Printers,2,1033.42,180.35,Corporate
ORD-2024-11042,2023-07-20,North,Office Supplies,Storage,4,249.84,68.32,Corporate
ORD-2025-10089,2023-07-20,Central,Furniture,Tables,7,2998.38,533.85,Consumer
ORD-2025-10056,2023-07-21,West,Furniture,Chairs,7,2015.86,661.18,Home Office
ORD-2023-10867,2023-07-21,South,Technology,Accessories,1,429.79,143.17,Consumer
ORD-2025-10491,2023-07-22,West,Furniture,Chairs,9,3317.31,615.15,Home Office
ORD-2024-10154,2023-07-22,West,Technology,Printers,3,811.89,84.9,Home Office
ORD-2025-10614,2023-07-24,West,Office Supplies,Paper,5,173.6,49.56,Consumer
ORD-2023-10048,2023-07-25,North,Office Supplies,Fasteners,7,632.87,211.8,Consumer
ORD-2025-10110,2023-07-26,North,Technology,Monitors,6,3180.0,1001.45,Corporate
ORD-2024-10196,2023-07-27,North,Office Supplies,Storage,8,280.16,66.12,Corporate
ORD-2023-10645,2023-08-02,Central,Office Supplies,Fasteners,8,197.36,26.92,Corporate
ORD-2025-10905,2023-08-03,North,Furniture,Bookcases,6,3243.36,739.15,Home Office
ORD-2023-11176,2023-08-04,East,Technology,Smartphones,1,1407.15,331.52,Consumer
ORD-2024-10817,2023-08-04,North,Furniture,Bookcases,8,3538.96,1127.58,Consumer
ORD-2024-11066,2023-08-04,West,Office Supplies,Labels,3,226.08,53.32,Consumer
ORD-2023-10459,2023-08-05,East,Furniture,Bookcases,4,1051.4,287.52,Corporate
ORD-2025-10068,2023-08-05,West,Furniture,Bookcases,1,251.6,37.65,Consumer
ORD-2025-10410,2023-08-05,South,Office Supplies,Fasteners,4,207.24,34.1,Consumer
ORD-2025-10839,2023-08-06,Central,Furniture,Tables,3,1927.44,500.79,Home Office
ORD-2023-10351,2023-08-06,East,Office Supplies,Art,2,281.92,76.1,Corporate
ORD-2024-11162,2023-08-06,West,Office Supplies,Binders,7,311.36,44.32,Home Office
ORD-2023-10147,2023-08-08,South,Technology,Laptops,7,8687.7,2774.53,Consumer
ORD-2025-10536,2023-08-12,West,Office Supplies,Binders,8,314.56,80.84,Home Office
ORD-2025-10737,2023-08-13,East,Furniture,Tables,2,1599.2,408.75,Home Office
ORD-2025-10230,2023-08-14,North,Furniture,Bookcases,2,591.76,179.86,Corporate
ORD-2024-11156,2023-08-14,South,Office Supplies,Binders,9,920.97,99.34,Corporate
ORD-2025-11160,2023-08-14,Central,Furniture,Bookcases,7,5229.91,748.46,Corporate
ORD-2023-10693,2023-08-16,South,Office Supplies,Art,3,236.64,55.95,Consumer
ORD-2023-10816,2023-08-16,South,Office Supplies,Art,8,1003.52,243.69,Consumer
ORD-2025-10716,2023-08-17,West,Furniture,Tables,6,2587.62,900.38,Home Office
ORD-2024-10226,2023-08-18,South,Technology,Printers,2,628.8,177.34,Corporate
ORD-2025-10119,2023-08-19,East,Technology,Smartphones,2,1341.78,431.51,Corporate
ORD-2023-10084,2023-08-19,North,Office Supplies,Art,6,387.3,59.03,Consumer
ORD-2023-10690,2023-08-21,Central,Technology,Monitors,6,2863.32,484.99,Consumer
ORD-2024-10637,2023-08-21,Central,Furniture,Chairs,5,1205.0,267.8,Consumer
ORD-2025-10443,2023-08-23,North,Office Supplies,Fasteners,1,6.73,0.91,Consumer
ORD-2023-10762,2023-08-24,East,Furniture,Furnishings,2,414.12,97.02,Home Office
ORD-2023-10576,2023-08-24,South,Office Supplies,Fasteners,3,36.54,9.13,Consumer
ORD-2023-10987,2023-08-25,South,Furniture,Chairs,3,1001.28,287.8,Consumer
ORD-2024-10646,2023-08-27,South,Technology,Smartphones,5,1206.6,180.69,Corporate
ORD-2023-10039,2023-08-30,South,Furniture,Furnishings,7,1781.43,503.95,Home Office
ORD-2025-10713,2023-08-31,East,Furniture,Furnishings,5,3879.5,1250.98,Corporate
ORD-2025-10872,2023-09-01,West,Furniture,Chairs,5,1462.0,488.0,Home Office
ORD-2024-11126,2023-09-02,North,Furniture,Bookcases,6,305.76,39.76,Corporate
ORD-2023-10270,2023-09-03,East,Technology,Accessories,9,4493.61,1157.97,Consumer
ORD-2023-10339,2023-09-04,West,Furniture,Furnishings,6,4389.9,1300.72,Corporate
ORD-2025-10152,2023-09-04,Central,Office Supplies,Paper,1,129.34,16.08,Home Office
ORD-2024-10643,2023-09-06,North,Office Supplies,Fasteners,7,550.34,123.7,Consumer
ORD-2023-10597,2023-09-06,West,Technology,Accessories,7,9061.15,2222.97,Home Office
ORD-2023-11080,2023-09-07,East,Furniture,Bookcases,9,1084.41,187.26,Consumer
ORD-2025-10569,2023-09-07,Central,Technology,Smartphones,4,1607.4,487.73,Consumer
ORD-2025-11118,2023-09-08,Central,Office Supplies,Fasteners,4,326.56,98.83,Consumer
ORD-2025-10017,2023-09-10,North,Technology,Accessories,5,840.85,104.69,Consumer
ORD-2024-10256,2023-09-10,Central,Technology,Smartphones,8,4435.6,1189.58,Corporate
ORD-2024-10190,2023-09-11,East,Technology,Monitors,8,7368.96,1706.07,Consumer
ORD-2025-10203,2023-09-11,North,Technology,Accessories,5,4695.6,705.82,Corporate
ORD-2025-10524,2023-09-13,South,Office Supplies,Fasteners,1,133.56,27.08,Consumer
ORD-2025-10368,2023-09-15,West,Furniture,Chairs,2,1081.52,344.06,Consumer
ORD-2024-10748,2023-09-16,Central,Office Supplies,Binders,8,652.72,85.98,Home Office
ORD-2025-11166,2023-09-16,South,Office Supplies,Labels,4,173.48,48.2,Consumer
ORD-2024-10970,2023-09-18,North,Technology,Printers,6,7987.5,1617.52,Consumer
ORD-2025-10752,2023-09-18,West,Furniture,Bookcases,1,257.72,30.01,Consumer
ORD-2025-10182,2023-09-20,North,Office Supplies,Labels,3,288.03,42.63,Home Office
ORD-2024-10304,2023-09-21,West,Furniture,Furnishings,9,2652.03,766.56,Consumer
ORD-2023-10423,2023-09-22,South,Technology,Printers,7,2029.51,334.89,Consumer
ORD-2023-11131,2023-09-23,South,Technology,Smartphones,6,2359.02,242.85,Corporate
ORD-2024-10574,2023-09-25,East,Technology,Smartphones,3,4333.53,481.66,Home Office
ORD-2023-11011,2023-09-25,West,Office Supplies,Paper,7,643.86,176.32,Corporate
ORD-2025-10317,2023-09-26,West,Office Supplies,Labels,4,564.56,98.08,Corporate
ORD-2024-10058,2023-09-27,North,Furniture,Bookcases,2,723.28,236.52,Corporate
ORD-2024-10769,2023-09-27,West,Office Supplies,Storage,9,371.7,99.37,Home Office
ORD-2024-11129,2023-09-29,North,Furniture,Furnishings,6,4548.0,509.19,Home Office
ORD-2023-11059,2023-10-02,North,Office Supplies,Fasteners,5,69.65,9.79,Consumer
ORD-2025-10014,2023-10-04,North,Furniture,Furnishings,4,1623.32,165.31,Consumer
